HH1,HH2,HH3,HH4,HH5D,HH5M,HH5Y,HH6,HH7,HH9,HH10,HH11,HH12,HH13,HH14,HH15,HH16,TOHL6,TOHL7,TOHL8,WS1,WS2,WS3,WS4,WS5,WS6A,WS6B,WS6C,WS6D,WS6E,WS6F,WS6X,WS6Z,WS7,WS8,WS9,HC2,HC3,HC4,HC5,HC6,HC7,HC7A,HC8,HC9A,HC9B,HC9C,HC9D,HC9E,HC9F,HC10A,HC10B,HC10C,HC10D,HC10E,HC10F,CD7,CD9,CD11,CD12A,CD12B,CD12C,CD12D,CD12E,CD12F,CD12G,CD12H,CD12I,CD12J,CD12K,CD13,SI1,hhweight,wlthscor,wlthind5,helevel,hhsex
32,51,2,1,28,11,2005,2,21,1,2,4,1,1,2,2,1,1,0,2,11, , , ,2, , , , , , , , ,22,2, ,2,21,33,33,3, , ,1,1,1,1,1,2,1,1,2,2,2,2,2,2,1,3,1,1,2,2,2,2,2,2,2,2,2,2,1,.091476301,.424257045989874,2,3,1
33,51,3,1,28,11,2005,2,21,1,2,5,2,2,0,0,1,2,1,0,13, ,5,1,2, , , , , , , , ,22,2, ,2,21,33,23,2, , ,1,1,1,1,2,2,1,1,2,2,2,2,2,1,1,5,1,1,1,1,1,1,2,2,2,2,2,2,2,1.103256009,1.37615271879564,1,3,1
34,51,2,1,7,12,2005,1,23,1,2,3,1,1,1,1,1,1,0,1,11, , , ,1,A, , , , , , , ,11,2, ,1,31,35,34,3, , ,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,3,2,1,2,2,2,2,2,2,2,2,2,2,3,.260982731,-1.08812031911157,5,4,1
35,51,3,1,24,11,2005,1,23,1,1,3,1,1,1,1,1,1,0,1,11, , , ,1,A, , , , , , , ,11,2, ,1,35,35,31,3, , ,1,1,1,1,1,1,1,1,1,2,2,2,2, , , , , , , , , , , , , , , ,2,.101354255,-1.0287412734961,5,3,1
36,51,4,1,2,12,2005,1,23,1,2,5,2,2,1,1,1,2,0,1,11, , , ,1, , , ,D, , , , ,13,2, ,4,21,33,32,3, , ,1,1,2,1,1,1,1,1,1,1,2,1,2,1,1,5,2,1,2,1,2,2,2,2,2,2,2,2,2,.080600882,.484293632125023,2,3,1
37,51,5,1,1,12,2005,2,23,1,2,5,1,1,1,1,1,1,0,1,12, , , ,1,A, , , , ,F, , ,21,2, ,2,21,33,22,2, , ,1,1,2,1,2,2,1,1,1,2,2,2,2,1,1,4,2,1,2,2,2,2,2,2,2,2,2,2,3,.112143249,1.45995756371324,1,4,1
38,51,1,1,26,11,2005,1,26,1,1,2,2,2,0,0,1,2,0,0,11, , , ,1,A, , , , , , , ,11,2, ,1,35,35,34,3, , ,1,1,1,1,1,1,1,1,2,2,2,2,2, , , , , , , , , , , , , , , ,3,2.513653392,-1.14826049237456,5,4,2
39,51,2,1,23,11,2005,2,26,1,2,2,1,1,0,0,1,1,0,0,31, ,5,2,2, , , , , , , , ,22,2, ,1,21,33,26,3, , ,2,1,1,1,2,1,1,1,1,2,2,1,2, , , , , , , , , , , , , , , ,3,1.252586286,1.13027258470202,1,4,1
40,51,3,1,22,11,2005,2,26,1,1,4,2,2,0,0,1,2,1,0,31, ,5,1,2, , , , , , , , ,22,2, ,2,21,31,26,3, , ,2,1,1,1,1,2,1,1,1,2,2,2,2,1,1,4,1,1,2,2,2,2,2,2,2,2,2,2,3,1.257799231,1.16405287738784,1,3,2
41,51,1,1,5,11,2005,1,32,1,1,1,1,1,0,0,1,1,0,0,11, , , ,1,A, , , , , , , ,11,2, ,1,35,35,31,3, , ,1,1,1,1,1,1,1,1,2,2,2,2,2, , , , , , , , , , , , , , , ,2,2.118024256,-1.0949114791483,5,3,2
42,51,1,1,22,11,2005,1,32,3, , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0, , 
43,51,2,1,2,12,2005,2,32,1,2,3,2,2,0,0,1,2,0,0,21, ,995, ,2, , , , , , , , ,22,2, ,2,21,33,33,3, , ,1,1,1,1,1,2,1,1,1,2,2,1,2, , , , , , , , , , , , , , , ,2,2.666682092,.86648109541942,2,3,1
44,51,1,1,29,11,2005,1,35,1,2,3,1,1,0,0,1,1,1,0,11, , , ,1,A, , , , ,F, , ,11,2, ,3,35,33,34,3, , ,1,1,2,1,1,1,1,1,1,2,2,1,2,1,1,3,1,1,1,1,1,1,2,2,2,2,2,2,2,2.718899862,-.644840688794543,3,4,1
45,51,2,1,1,12,2005,2,35,1,2,5,3,3,0,0,1,3,0,0,31, ,10,2,2, , , , , , , , ,22,2, ,2,12,33,35,3, , ,1,1,2,1,2,2,1,1,1,2,2,2,2, , , , , , , , , , , , , , , ,2,1.674109288,1.24626723897089,1,3,1
46,51,3,1,21,11,2005,1,44,2, , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0, , 
47,51,4,1,20,11,2005,1,44,1,2,3,1,1,1,1,4,1,0,1,91,11, , ,2, , , , , , , , ,11,2, ,2,21,33,33,3, , ,1,1,1,1,1,2,1,2,2,2,2,2,2,1,1,3,1,1,1,1,2,2,2,1,2,2,2,2,1,.192464648,.213911184758669,2,3,1
48,51,5,1,24,11,2005,1,44,1,1,1,0,0,0,0,5,0,0,0,11, , , ,1,A, , , , , , , ,11,2, ,1,35,35,34,3, , ,1,1,1,1,1,2,1,1,2,2,2,2,2, , , , , , , , , , , , , , , ,3,2.135001317,-1.00431712020771,5,4,1
49,51,6,1,5,12,2005,1,44,1,2,4,1,1,1,1,6,1,1,1,12, , , ,1,A, , , , ,F, , ,22,2, ,3,21,33,32,6,3, ,1,1,1,1,2,2,1,1,1,1,2,2,2,1,1,3,1,1,2,1,1,2,2,1,2,2,2,2,1,.200417065,1.59729876547585,1,3,1
50,51,7,1,2,12,2005,2,44,1,2,5,2,2,1,1,7,2,0,1,12, , , ,1,A, , , , ,F, , ,22,2, ,3,35,33,33,3, , ,2,1,2,1,2,2,1,1,1,1,2,1,2,1,1,5,2,1,2,2,2,2,2,2,2,2,2,2,1,.079435262,.801533664832795,2,3,1
51,51,2,1,6,12,2005,1,46,1,1,4,2,2,1,1,1,2,0,1,11, , , ,1,A, , , , ,F, , ,11,2, ,1,31,35,33,3, , ,1,1,1,1,2,1,1,1,2,2,2,2,2, , , , , , , , , , , , , , , ,3,.348686928,-.869748067050011,4,4,1
52,51,3,1,2,12,2005,1,46,1,2,7,2,2,2,2,1,2,0,2,11, , , ,1,A, , , , ,F, , ,11,2, ,3,31,35,33,3, , ,1,1,1,1,2,1,1,1,2,2,2,2,2,1,1,6,1,1,1,2,1,2,2,2,2,2,2,2,2,.151347023,-.848653829681117,4,3,1
53,51,6,1,5,12,2005,1,46,1,1,4,1,1,1,1,1,1,1,1,11, , , ,1,A, , , , , , , ,11,2, ,2,21,35,33,3, , ,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,3,2,1,2,2,1,2,2,2,2,2,2,2,7,.170095436,-.398201969030001,3,4,2
54,51,7,1,6,12,2005,1,46,1,2,4,0,0,0,0,1,0,0,0,11, , , ,1, , , ,D, , , , ,12,2, ,2,21,34,33,3, , ,1,1,1,1,1,1,1,1,1,1,2,2,2, , , , , , , , , , , , , , , ,2,.81496787,.251822438690569,2,3,1
55,51,8,1,6,12,2005,2,46,1,2,4,1,1,1,1,1,1,0,1,11, , , ,1,A, , , , , , , ,11,2, ,2,21,33,31,3, , ,1,1,1,1,1,2,1,1,2,2,2,2,2,1,1,4,1,1,2,2,2,2,2,2,2,2,2,2,2,.093554505,-.205017433023462,2,3,2
56,51,7,1,24,11,2005,2,46,1,1,4,1,1,0,0,1,1,0,0,11, , , ,1,A, , , , , , , ,12,2, ,3,35,33,33,3, , ,1,1,1,1,1,2,1,1,1,2,1,1,2, , , , , , , , , , , , , , , ,3,1.040563782,.170636188366408,2,3,2
57,51,9,1,6,12,2005,2,46,1,1,1,0,0,0,0,1,0,0,0,31, ,5,1,2, , , , , , , , ,22,2, ,1,21,31,33,3, , ,1,1,1,1,2,2,1,1,2,2,2,2,2, , , , , , , , , , , , , , , ,3,1.042497579,.97672983469609,2,2,2
58,51,2,1,23,11,2005,1,48,1,2,4,1,1,1,1,1,1,1,1,11, , , ,1,A, , , , ,F, , ,11,2, ,2,21,35,31,1, , ,1,1,1,1,1,2,1,1,2,2,2,2,2,2,2,4,1,1,2,1,2,2,2,2,2,2,2,2,3,.273043864,-.483620740105301,3,3,1
59,51,3,1,29,11,2005,1,48,1,1,1,1,1,0,0,1,1,0,0,11, , , ,1,A, , , , ,F, , ,11,2, ,1,35,35,33,3, , ,1,1,1,1,2,2,1,1,2,2,2,2,2, , , , , , , , , , , , , , , ,1,.935750221,-.728479948029292,3,4,2
60,51,4,1,30,11,2005,2,48,1,2,6,1,1,0,0,1,1,2,0,12, , , ,2, , , , , , , , ,13,2, ,4,35,33,32,8,3, ,2,1,2,2,2,2,2,1,1,2,1,2,2,2,1,5,1,1,2,1,2,1,2,2,2,2,2,2,1,1.446649104,1.62860435472494,1,3,1
61,51,1,1,1,12,2005,1,51,3, , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0, , 
62,51,2,1,1,12,2005,1,51,1,2,3,1,1,0,0,2,1,1,0,11, , , ,1,A, , , , , , , ,11,2, ,1,21,35,33,3, , ,1,1,2,1,1,1,1,1,2,2,2,2,2,1,1,3,2,1,2,1,2,2,2,2,2,2,2,2,2,1.231653287,-.599732094641646,3,3,1
63,51,3,1,7,12,2005,1,51,1,1,3,1,0,0,0,3,1,1,0,11, , , ,1,A, , ,D, , , , ,11,2, ,2,35,35,34,3, , ,1,1,2,1,1,1,1,1,1,2,2,1,2,1,1,3,1,1,2,1,1,2,2,2,2,2,2,8,1,1.396128739,-1.05563705821922,5,4,1
64,51,4,1,6,12,2005,2,51,1,1,5,1,1,1,1,4,1,0,1,12, , , ,1,A, , , , , , , ,22,2, ,4,21,33,32,3, , ,2,1,1,1,2,2,1,1,2,2,2,2,2, , , , , , , , , , , , , , , ,2,.183641979,1.00781270650598,2,2,2
65,51,5,1,3,12,2005,2,51,1,2,3,0,0,0,0,5,0,0,0,31, ,20,2,2, , , , , , , , ,22,2, ,2,21,33,23,6,1,2,2,1,1,1,2,1,1,2,2,2,1,2,2, , , , , , , , , , , , , , , ,1,1.576204673,1.63770765030955,1,3,1
66,51,2,1,30,11,2005,1,53,1,1,4,1,1,2,2,1,1,0,2,11, , , ,1,A, , , , ,F, , ,11,2, ,2,35,35,34,3, , ,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,3,1,1,2,2,2,2,2,2,2,2,2,2,1,.241080164,-.91577249930369,4,4,2
67,51,3,1,12,12,2005,1,53,1,1,3,1,1,1,1,2,1,0,1,11, , , ,1,A, , , , , , , ,11,2, ,2,35,35,33,3, , ,1,1,2,1,1,1,1,2,2,2,2,2,2,1,1,3,2,1,1,1,1,1,2,2,1,2,2,1,1,.153712265,-.902734563900778,4,4,2
68,51,4,1,30,11,2005,2,53,1,2,5,1,1,0,0,4,1,3,0,31, ,8,1,1,A, , , , , , , ,23,2, ,3,35,33,33,3, , ,1,1,2,1,2,2,1,1,1,1,2,2,2,3,3,5,1,1,2,2,2,2,1,2,2,2,2,1,1,2.484918355,.831488013353921,2,4,1
69,51,1,1,6,12,2005,1,56,1,2,3,1,1,0,0,1,1,1,0,41, ,35,2,1, , , , , ,F, , ,11,2, ,1,35,35,31,3, , ,1,1,2,1,2,1,1,1,1,2,2,2,2,1,1,3,1,1,2,1,2,1,2,2,2,2,2,1,7,1.650942702,-.699634442315693,3,3,1
70,51,2,1,9,12,2005,2,56,1,1,4,1,1,0,0,1,1,2,0,31, ,10,2,1,A, , , , , , , ,22,2, ,3,21,33,26,8,3, ,1,1,1,1,2,1,1,1,1,1,2,2,2,2,1,3,2,1,2,1,1,1,2,2,2,2,2,2,7,.873873289,1.73271769647311,1,4,1
71,51,15,1,8,12,2005,2,56,1,1,6,2,2,0,0,1,2,3,0,31, ,10,1,2, , , , , , , , ,23,2, ,3,21,33,33,8,3, ,1,1,1,1,1,1,1,1,1,1,1,2,2,3,3,6,1,1,2,2,2,2,2,2,2,2,2,2,7,1.004579528,1.59466740613573,1,3,1
72,51,2,2,2,12,2005,1,59,1,2,3,1,1,0,0,1,1,1,0,11, , , ,1, , , , , , ,X, ,11,2, ,3,35,35,33,3, , ,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,3,1,1,2,1,2,2,2,2,2,2,2,2,6,1.594877163,-.868944521055918,4,4,2
73,51,1,1,23,11,2005,1,59,1,2,3,1,1,0,0,1,1,1,0,11, , , ,2, , , , , , , , ,11,1,2,2,35,35,34,3, , ,1,1,2,1,2,2,1,1,1,2,2,2,2,1,1,3,1,1,2,2,2,2,2,2,2,2,2,2,2,1.560859302,-.799287925982331,4,3,1
74,51,1,1,3,12,2005,2,59,1,2,2,1,1,0,0,1,1,0,0,31, ,5,2,2, , , , , , , , ,22,2, ,1,21,31,36,8,3, ,1,1,2,1,2,1,1,1,1,1,1,1,2, , , , , , , , , , , , , , , ,1,1.621981813,1.93590573864148,1,3,1
75,51,1,1,4,12,2005,1,61,1,1,3,1,1,0,0,1,1,1,0,11, , , ,1,A, , , , ,F, , ,11,2, ,2,31,35,33,3, , ,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,3,1,1,2,1,1,1,2,2,2,2,2,2,1,1.5489471,-.893959367077149,4,3,1
76,51,25,1,23,11,2005,2,61,1,2,4,1,1,0,0,1,1,0,0,31, ,5,1,2, , , , , , , , ,31,2, ,2,21,33,33,3, , ,2,1,1,1,1,1,1,1,1,1,2,1,2, , , , , , , , , , , , , , , ,2,1.015207904,.851622141193504,2,3,1
77,51,22,1,28,11,2005,2,61,1,2,5,1,1,0,0,1,1,1,0,31, ,5,2,2, , , , , , , , ,22,2, ,3,21,33,33,3, , ,2,1,1,1,2,1,1,1,1,2,2,1,2,1,1,4,2,1,2,1,2,2,2,2,2,2,2,2,1,1.022760507,.925334103781596,2,3,1
78,51,1,1,21,11,2005,1,63,1,1,5,3,3,0,0,1,3,1,0,61, ,30,2,1,A, , , , , , , ,11,2, ,3,31,35,34,3, , ,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,5,1,1,2,2,2,2,2,2,2,2,2,2,1,4.120576567,-.885799959435109,4,4,1
79,51,2,1,18,11,2005,1,63,1,2,3,1,1,0,0,1,1,1,0,11, , , ,1,A, , , , , , , ,11,2, ,2,35,35,32,3, , ,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,3,1,1,2,2,1,2,2,2,2,2,2,2,1,3.324787228,-.905246395496509,4,3,1
80,51,3,1,19,11,2005,1,63,1,2,2,1,1,0,0,1,1,0,0,11, , , ,1,A, , , , , , , ,11,2, ,1,35,35,33,3, , ,1,1,2,1,1,2,1,1,1,2,2,2,2, , , , , , , , , , , , , , , ,1,1.823982408,-.731101092566576,3,3,1
81,51,5,1,27,11,2005,1,63,1,1,2,1,1,0,0,1,1,0,0,11, , , ,2, , , , , , , , ,11,2, ,2,21,33,33,3, , ,1,1,1,1,1,1,1,1,1,2,2,2,2, , , , , , , , , , , , , , , ,1,1.739240924,-.0976807622552496,2,3,2
82,51,4,1,20,11,2005,2,63,1,1,1,0,0,0,0,1,0,0,0,31, ,15,1,2, , , , , , , , ,22,2, ,1,21,33,33,6,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , ,1,2.423918685,1.57630753328583,1,2,2
83,51,1,1,28,11,2005,1,65,1,2,5,2,2,0,0,1,2,2,0,11, , , ,2, , , , , , , , ,11,2, ,2,35,35,34,3, , ,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,4,2,1,2,2,2,2,2,2,2,2,2,2,1,3.321859439,-1.08750674180573,5,4,1
84,51,3,1,29,11,2005,2,65,1,2,4,1,1,0,0,1,1,2,0,21, ,5,1,2, , , , , , , , ,22,2, ,2,21,33,32,6,3, ,1,1,2,1,1,2,1,1,1,2,2,2,2,2,1,3,1,1,1,1,2,1,2,2,1,1,2,1,7,1.6053841,1.32332969912171,1,3,1
85,51,1,1,28,11,2005,1,68,1,1,2,1,1,0,0,1,1,0,0,11, , , ,1,A, , , , ,F, , ,11,2, ,1,35,35,34,3, , ,1,1,1,1,2,1,1,1,2,2,2,2,2, , , , , , , , , , , , , , , ,1,1.370530458,-1.04759945859856,5,4,2
86,51,6,1,6,12,2005,1,68,1,2,4,2,2,0,0,1,2,0,0,11, , , ,2, , , , , , , , ,11,2, ,2,35,35,34,1, , ,1,1,1,1,1,1,1,1,1,2,2,1,2, , , , , , , , , , , , , , , ,2,1.349534846,-.955313679462888,4,4,1
87,51,9,1,2,12,2005,2,68,1,4,5,1,1,0,0,1,1,1,0,31, ,5,2,2, , , , , , , , ,21,2, ,3,21,31,33,3, , ,1,1,2,1,1,1,1,1,1,2,2,2,2,1,1,5,1,1,2,1,2,2,2,2,2,2,2,2,1,2.313548745,.752996714887004,2,3,2
88,51,1,1,6,12,2005,1,71,1,2,3,0,0,0,0,2,0,0,0,11, , , ,1,A, , , , , , , ,11,2, ,2,35,35,34,3, , ,1,1,2,1,1,1,1,1,2,2,2,1,2, , , , , , , , , , , , , , , ,3,2.793642099,-1.1471203487141,5,4,1
89,51,2,1,2,12,2005,2,71,1,2,3,1,1,1,1,1,1,0,1,31, ,995, ,2, , , , , , , , ,22,2, ,2,21,33,33,3, , ,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,3,2,1,2,1,2,1,1,2,2,2,2,2,7,.203955036,.826782493742488,2,4,1
90,51,2,1,2,12,2005,1,73,1,1,2,1,1,0,0,1,1,0,0,11, , , ,1, , , , , ,F, , ,11,2, ,1,21,33,33,3, , ,1,1,1,1,1,1,1,1,2,2,2,2,2, , , , , , , , , , , , , , , ,3,1.459704932,-.201820595171467,2,3,1
91,51,3,1,5,12,2005,2,73,1,3,7,1,1,0,0,1,1,4,0,31, ,10,2,2, , , , , , , , ,22,2, ,3,21,33,26,1, , ,1,1,1,1,1,2,1,1,2,2,2,2,2,4,1,4,1,1,1,1,1,1,2,2,2,2,2,2,2,1.153354285,1.21546230255043,1,3,2
92,51,4,1,5,12,2005,2,73,1,2,5,1,1,1,1,1,1,1,1,31, ,10,1,2, , , , , , , , ,41,2, ,3,21,33,33,2, , ,1,1,1,1,2,2,1,1,2,2,2,2,2,2,1,4,2,1,2,1,2,2,2,2,2,2,2,2,3,.075113978,1.27375740103921,1,3,1
93,51,2,1,30,11,2005,1,74,1,2,3,2,2,0,0,1,2,0,0,11, , , ,1,A, , , , , , , ,11,2, ,2,35,35,33,3, , ,1,1,1,1,1,2,1,1,2,2,2,2,2, , , , , , , , , , , , , , , ,1,3.009066804,-.835469253015958,4,3,1
94,51,3,1,7,12,2005,2,74,1,1,3,1,1,0,0,1,1,0,0,31, ,7,2,2, , , , , , , , ,22,2, ,3,21,31,33,8,2,1,1,1,2,1,2,1,1,1,1,1,2,2,2, , , , , , , , , , , , , , , ,1,1.850283248,1.52574558471877,1,4,2
95,51,1,1,18,11,2005,1,80,1,1,4,3,3,0,0,1,3,1,0,11, , , ,1,A, , , , , , , ,11,2, ,1,31,35,34,1, , ,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,2,1,1,2,1,2,2,2,1,2,2,2,2,3,2.27009434,-.928237157601375,4,4,2
96,51,2,1,27,11,2005,1,80,3, , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0, , 
97,51,8,1,24,11,2005,1,80,3, , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0, , 
98,51,4,1,8,12,2005,1,80,1,1,5,3,3,1,1,1,3,0,1,11, , , ,1,A, , , , , , , ,11,2, ,3,35,35,34,3, , ,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,5,2,1,2,2,2,2,2,2,2,2,2,2,1,.250418222,-1.07695962312128,5,3,1
99,51,4,1,25,11,2005,1,80,1,2,4,1,1,1,1,1,1,1,1,11, , , ,1,A, , , , ,F, , ,11,2, ,2,35,35,34,3, , ,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,4,1,1,2,1,2,1,2,2,2,2,2,2,3,.124079477,-1.05677720187968,5,4,1
100,51,7,1,8,12,2005,1,80,2, , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0, , 
1,50,1,1,27,11,2005,1,1,1,1,3,2,2,1,1,1,2,0,1,11, , , ,1,A, , , , , , , ,11,2, ,1,35,35,32,1, , ,1,1,1,1,1,2,1,1,1,2,2,2,2,1,1,3,1,1,2,2,2,1,2,2,2,2,2,2,1,.174474709,-.575596297755951,3,3,2
2,50,3,1,10,12,2005,1,1,1,1,3,1,1,0,0,1,1,0,0,11, , , ,1,A, , , , , , , ,11,2, ,1,31,35,34,3, , ,1,1,1,1,1,1,1,1,2,1,2,2,2, , , , , , , , , , , , , , , ,2,1.927661254,-.991923994231108,5,3,2
3,50,4,1,7,12,2005,1,1,1,3,3,2,2,0,0,1,2,0,0,11, , , ,1,A, , , , ,F, , ,11,2, ,2,31,35,34,3, , ,1,1,1,1,1,2,1,1,1,2,2,1,2, , , , , , , , , , , , , , , ,1,2.206800443,-.915575031650086,4,4,1
4,50,5,1,1,12,2005,2,1,1,2,4,1,1,0,0,1,1,0,0,11, , , ,1,A, , , , , , , ,11,2, ,3,35,33,32,2, , ,1,1,1,1,1,1,1,1,1,1,2,1,2, , , , , , , , , , , , , , , ,1,1.395302746,.0492595735096416,2,4,1
5,50,6,1,7,12,2005,2,1,1,3,5,1,1,1,1,1,1,1,1,41, ,15,2,2, , , , , , , , ,22,2, ,2,21,33,35,2, , ,1,1,2,1,2,2,1,2,1,2,2,2,2,2,2,5,2,1,2,1,2,2,2,2,2,2,2,2,3,.079007137,1.3981835817477,1,4,2
6,50,1,1,25,11,2005,1,5,1,2,4,1,1,1,1,1,1,1,1,11, , , ,1,A, , , , , , , ,11,2, ,2,35,33,33,3, , ,1,1,2,1,1,1,1,1,1,2,2,2,2,2,2,4,1,1,2,1,2,2,2,2,2,2,2,2,1,.095321852,-.457919824098071,3,3,1
7,50,2,1,21,11,2005,1,5,1,2,4,1,1,0,0,1,1,0,0,31, ,5,2,2, , , , , , , , ,41,2, ,2,21,33,33,2, , ,1,1,1,1,1,2,1,1,1,2,2,2,2, , , , , , , , , , , , , , , ,1,1.578442282,1.26036081028431,1,3,1
8,50,3,1,4,12,2005,2,5,1,1,5,2,2,1,1,1,2,1,1,31, ,5,1,2, , , , , , , , ,41,2, ,3,33,31,33,2, , ,2,1,1,1,1,2,1,1,2,1,2,1,2,2,2,5,2,1,2,1,2,2,2,2,2,2,2,2,1,.161749882,1.1105426669512,1,3,2
9,50,31,1,29,11,2005,2,5,1,1,1,0,0,0,0,1,0,0,0,12, , , ,2, , , , , , , , ,22,2, ,1,21,33,22,2, , ,1,1,1,1,2,2,1,1,2,2,2,2,2, , , , , , , , , , , , , , , ,1,1.709877121,1.46228993868526,1,3,1
10,50,1,1,30,11,2005,1,7,1,2,5,2,2,1,1,1,2,0,1,11, , , ,2, , , , , , , , ,11,2, ,2,31,33,33,3, , ,1,1,1,1,1,2,1,1,2,2,2,2,2,1,1,5,2,1,2,1,2,1,2,2,2,2,2,2,2,.333203755,-.415669359234482,3,3,1
11,50,2,1,5,12,2005,2,7,1,2,2,1,1,0,0,2,1,0,0,31, ,10,2,2, , , , , , , , ,22,2, ,2,21,33,33,3, , ,2,1,2,1,2,1,1,1,1,2,2,2,2, , , , , , , , , , , , , , , ,3,.757207195,.977386208609711,2,3,1
12,50,3,1,8,12,2005,2,7,1,1,8,1,1,3,3,1,1,3,3,31, ,5,2,1, ,B, , , , , , ,22,2, ,3,21,33,33,8,3, ,1,1,1,1,1,2,1,1,1,2,1,2,2,5,3,5,1,1,2,1,2,1,2,1,2,2,2,2,2,.078146393,1.61946821040077,1,3,2
13,50,2,1,7,12,2005,1,12,1,1,3,0,0,0,0,5,0,0,0,11, , , ,1,A, , , , ,F, , ,11,2, ,2,35,35,34,3, , ,1,1,1,1,1,1,1,1,2,2,2,2,2, , , , , , , , , , , , , , , ,7,2.524167411,-1.14193222116389,5,4,1
14,50,2,1,23,11,2005,1,12,1,2,3,1,1,0,0,3,1,0,0,11, , , ,2, , , , , , , , ,11,2, ,2,35,35,34,3, , ,1,1,1,1,1,1,1,1,2,2,2,1,2, , , , , , , , , , , , , , , ,2,2.189220638,-1.16633348987928,5,3,1
15,50,5,1,1,12,2005,1,12,1,2,6,3,3,0,0,1,3,1,0,11, , , ,1,A, , , , , , , ,11,2, ,3,35,35,34,3, , ,1,1,2,1,1,2,1,1,1,2,2,2,2,1,1,6,2,2,2,2,2,2,2,2,2,2,2,2,1,2.972370999,-.906277230968997,4,4,1
16,50,6,1,6,12,2005,1,12,2, , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0, , 
17,50,7,1,3,12,2005,1,12,1,1,2,1,1,0,0,2,1,1,0,11, , , ,1,A, , , , , , , ,11,2, ,2,35,35,34,3, , ,1,1,2,1,2,1,1,1,2,2,2,2,2,1,1,2,2,1,2,2,1,2,2,2,2,2,2,8,1,1.690404258,-1.01572977501205,5,4,2
18,50,8,1,2,12,2005,1,12,1,1,1,1,1,0,0,3,1,0,0,11, , , ,1,A, , ,D, , , , ,11,2, ,1,35,35,34,3, , ,1,1,2,1,1,2,1,1,2,2,2,2,2, , , , , , , , , , , , , , , ,1,1.640713622,-.985103979042541,5,3,2
19,50,10,1,1,12,2005,2,12,3, , , , , , ,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0, , 
20,50,9,1,26,11,2005,1,14,1,2,4,1,1,2,2,3,1,0,2,11, , , ,2, , , , , , , , ,11,2, ,3,35,35,34,3, , ,1,1,2,1,1,2,1,1,1,2,2,2,2,1,1,3,2,1,2,1,2,1,2,2,2,2,2,1,1,.174879584,-.897839536021439,4,4,1
21,50,1,1,8,12,2005,1,14,1,2,4,2,2,0,0,15,2,1,0,11, , , ,1,A, , , , , , , ,11,2, ,3,35,33,33,3, , ,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,4,2,2,2,1,2,2,2,2,2,2,2,2,1,2.28977874,-.560178560810564,3,4,1
22,50,16,1,24,11,2005,1,14,1,1,6,1,1,1,1,15,1,1,1,11, , , ,2, , , , , , , , ,11,2, ,3,35,34,33,1, , ,1,1,1,1,2,1,1,1,1,1,2,2,2,2,2,6,1,1,1,1,2,2,2,2,2,2,2,2,1,.159179695,-.197731155816429,2,3,2
23,50,19,1,30,11,2005,1,14,1,1,5,3,3,2,2,3,3,0,2,11, , , ,2, , , , , , , , ,11,2, ,2,35,33,34,3, , ,1,1,1,1,2,2,1,1,2,2,2,2,2, , , , , , , , , , , , , , , ,1,.165765567,-.518172801849705,3,3,2
24,50,26,1,6,12,2005,1,14,1,2,5,2,2,1,1,3,2,0,1,11, , , ,1,A, , , , , , , ,11,2, ,2,31,33,33,3, , ,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,5,1,1,2,2,2,1,2,2,2,2,2,2,1,.158443097,-.45547289848511,3,4,1
