HH1,HH2,HH3,HH4,HH5D,HH5M,HH5Y,HH6,HH7,HH9,HH10,HH11,HH12,HH13,HH14,HH15,HH16,TOHL6,TOHL7,TOHL8,WS1,WS2,WS3,WS4,WS5,WS6A,WS6B,WS6C,WS6D,WS6E,WS6F,WS6X,WS6Z,WS7,WS8,WS9,HC2,HC3,HC4,HC5,HC6,HC7,HC7A,HC8,HC9A,HC9B,HC9C,HC9D,HC9E,HC9F,HC10A,HC10B,HC10C,HC10D,HC10E,HC10F,CD7,CD9,CD11,CD12A,CD12B,CD12C,CD12D,CD12E,CD12F,CD12G,CD12H,CD12I,CD12J,CD12K,CD13,SI1,hhweight,wlthscor,wlthind5,helevel,hhsex
39,52,2,1,23,11,2005,2,26,1,2,4,1,1,0,0,1,1,2,0,31, ,5,1,2, , , , , , , , ,22,2, ,2,21,33,33,3, , ,2,1,1,1,1,1,1,1,1,2,2,1,2,2,2,4,1,1,2,1,1,2,2,2,2,2,2,2,2,1.252586286,.82045422253182,2,4,1
40,52,3,1,23,11,2005,2,26,1,2,3,1,1,0,0,1,1,0,0,31, ,5,2,2, , , , , , , , ,22,2, ,2,21,33,26,3, , ,1,1,1,1,1,2,1,1,1,2,2,2,2, , , , , , , , , , , , , , , ,3,1.257799231,1.19162792059759,1,3,1
41,52,1,1,5,12,2005,1,32,1,2,3,2,2,0,0,1,2,0,0,11, , , ,1,A, , , , , , , ,11,2, ,2,35,35,31,3, , ,1,1,1,1,1,1,1,1,2,2,2,2,2, , , , , , , , , , , , , , , ,3,2.118024256,-1.10123975035897,5,3,1
42,52,1,1,22,11,2005,1,32,3, , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0, , 
43,52,2,1,2,12,2005,2,32,1,1,6,1,1,1,1,1,1,1,1,21, ,995, ,2, , , , , , , , ,22,2, ,4,21,33,33,3, , ,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,6,2,1,2,2,2,2,2,2,2,2,2,2,2,.207038895,.735194265673912,2,4,2
44,52,1,1,30,11,2005,1,35,1,4,4,2,2,0,0,1,2,0,0,11, , , ,1,A, , , , ,F, , ,11,2, ,4,35,33,33,3, , ,1,1,1,1,1,1,1,2,2,2,2,1,2, , , , , , , , , , , , , , , ,1,2.718899862,-.535552604356654,3,3,1
45,52,2,1,2,12,2005,2,35,1,1,1,1,1,0,0,1,1,0,0,12, , , ,2, , , , , , , , ,22,2, ,2,21,33,33,3, , ,1,1,2,1,2,2,1,2,2,2,2,2,2, , , , , , , , , , , , , , , ,1,1.674109288,1.01981694491772,2,3,2
46,52,2,1,26,11,2005,1,44,1,1,2,1,1,1,1,2,1,0,1,61, ,20,1,1,A, , , , , , , ,11,2, ,2,35,35,34,1, , ,1,1,1,1,1,2,1,1,2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,.12133528,-.739682272093549,3,4,2
47,52,4,1,30,11,2005,1,44,1,1,1,0,0,0,0,4,0,0,0,11, , , ,2, , , , , , , , ,11,2, ,1,21,33,33,3, , ,1,1,2,1,2,2,1,2,2,2,2,2,2, , , , , , , , , , , , , , , ,1,2.228538024,.106805329632065,2,2,2
48,52,5,1,23,11,2005,1,44,1,1,1,0,0,0,0,5,0,0,0,11, , , ,1,A, , , , , , , ,11,2, ,1,35,35,34,3, , ,1,1,1,1,2,1,1,2,2,2,2,2,2, , , , , , , , , , , , , , , ,1,2.135001317,-.990134538481703,5,3,2
49,52,6,1,2,12,2005,1,44,1,2,4,1,1,1,1,6,1,1,1,91,12, , ,1,A, , , , ,F, , ,22,2, ,2,21,33,32,6,3, ,1,1,1,1,1,2,1,1,1,2,2,1,2,2,2,4,1,1,2,1,2,2,2,2,2,2,2,2,2,.200417065,1.14420983408021,1,3,1
50,52,7,1,2,12,2005,2,44,1,2,5,1,1,1,1,7,1,0,1,12, , , ,1,A, , , , , , , ,22,2, ,3,21,33,33,3, , ,1,1,2,1,2,2,1,1,1,2,2,1,2,1,1,5,2,1,2,2,2,2,2,2,2,2,2,2,1,.079435262,1.02732462284346,2,2,1
51,52,2,1,7,12,2005,1,46,1,1,6,1,1,1,1,1,1,1,1,11, , , ,1,A, , , , ,F, , ,11,2, ,1,31,35,33,3, , ,1,1,1,1,2,1,1,1,2,2,2,2,2,1,1,5,2,1,2,1,2,2,2,2,2,2,2,2,3,.348686928,-.895061151892685,4,3,2
52,52,3,1,2,12,2005,1,46,1,2,4,1,1,2,2,1,1,0,2,11, , , ,1,A, , , , , , , ,11,2, ,1,31,35,33,3, , ,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,3,1,1,2,2,2,2,2,2,2,2,2,2,2,.151347023,-.970409100826009,5,4,1
53,52,6,1,6,12,2005,1,46,1,5,7,2,2,1,1,1,2,1,1,11, , , ,2, , , , , , , , ,11,2, ,3,31,35,33,3, , ,1,1,1,1,1,1,1,1,2,2,2,1,2,1,1,7,2,1,2,2,1,2,2,2,2,2,2,2,3,.170095436,-.973716132172502,5,4,2
54,52,7,1,29,11,2005,1,46,1,2,3,1,1,0,0,1,1,0,0,11, , , ,1,A, , ,D, , , , ,11,2, ,2,31,33,33,3, , ,1,1,1,1,1,1,1,1,1,2,2,1,2, , , , , , , , , , , , , , , ,3,.81496787,-.467217624779161,3,4,1
55,52,8,1,6,12,2005,2,46,1,2,4,1,1,1,1,1,1,1,1,11, , , ,1,A, , , , , , , ,11,2, ,2,21,33,33,3, , ,1,1,1,1,1,2,1,1,1,2,2,2,2,2,2,4,2,1,2,1,2,2,2,2,2,2,2,2,2,.093554505,.0209495250689225,2,3,1
56,52,7,1,24,11,2005,2,46,1,2,4,2,2,0,0,1,2,0,0,31, ,7,1,1,A, , , , ,F, , ,22,2, ,2,21,33,33,3, , ,1,1,2,1,2,1,1,1,1,1,2,2,2, , , , , , , , , , , , , , , ,3,1.040563782,1.10573436876436,1,3,2
57,52,9,1,6,12,2005,2,46,1,1,3,0,0,0,0,1,0,0,0,31, ,5,2,2, , , , , , , , ,22,2, ,2,21,33,33,3, , ,1,1,1,1,2,2,1,2,1,2,2,2,2, , , , , , , , , , , , , , , ,3,1.042497579,1.1279400036749,1,4,1
58,52,2,1,23,11,2005,1,48,1,2,4,1,1,1,1,1,1,0,1,11, , , ,1,A, , , , , , , ,11,2, ,2,21,35,31,3, , ,1,1,1,1,1,1,1,1,2,2,2,2,2, , , , , , , , , , , , , , , ,3,.273043864,-.740772360982983,3,4,2
59,52,3,1,29,11,2005,1,48,1,1,1,1,1,0,0,1,1,0,0,11, , , ,1,A, , , , ,F, , ,11,2, ,1,35,35,33,3, , ,1,1,1,1,2,2,1,2,2,2,2,2,2, , , , , , , , , , , , , , , ,1,.935750221,-.683671570333774,3,4,2
60,52,4,1,5,12,2005,2,48,1,2,2,0,0,0,0,1,0,0,0,21, ,12,2,2, , , , , , , , ,13,2, ,2,21,34,33,2, , ,2,1,2,1,2,2,1,1,1,2,1,2,2, , , , , , , , , , , , , , , ,1,1.446649104,1.38498141005157,1,3,1
61,52,1,1,4,12,2005,1,51,1,2,4,2,2,1,1,1,2,0,1,11, , , ,1,A, , , , , , , ,11,2, ,2,35,35,31,3, , ,1,1,1,1,1,1,1,1,2,2,2,1,2,1,1,4,1,1,1,2,1,2,1,2,2,2,2,2,1,.291812593,-1.13196929028503,5,4,1
62,52,2,1,1,12,2005,1,51,1,2,3,1,1,0,0,2,1,1,0,11, , , ,1, , , ,D, , , , ,11,2, ,1,21,35,33,3, , ,1,1,2,1,2,1,1,1,1,2,2,2,2,1,1,3,1,1,2,2,2,2,2,2,2,2,2,2,1,1.231653287,-.407587770370768,3,4,1
63,52,3,1,7,12,2005,1,51,1,2,3,1,1,0,0,3,1,1,0,13, ,10,1,1,A, , , , ,F, , ,11,2, ,2,35,35,34,3, , ,1,1,2,1,2,1,1,1,2,2,2,2,2,1,1,3,1,1,2,1,2,1,1,1,2,2,2,1,1,1.396128739,-.655659708966196,3,3,1
64,52,4,1,6,12,2005,2,51,1,3,3,0,0,0,0,4,0,1,0,12, , , ,1,A, , , , , , , ,22,2, ,5,21,33,22,3, , ,1,1,1,1,2,2,1,1,2,2,2,1,2,1,1,3,1,1,2,1,1,2,2,2,2,2,2,2,1,1.511514752,1.10310956423864,1,3,1
65,52,5,1,3,12,2005,2,51,1,1,3,0,0,0,0,5,0,0,0,31, ,20,2,2, , , , , , , , ,22,2, ,2,21,33,22,6,1,1,1,1,1,1,2,1,1,1,2,2,2,1,2, , , , , , , , , , , , , , , ,1,1.576204673,1.36699407593018,1,3,1
66,52,2,1,28,11,2005,1,53,1,1,4,1,1,0,0,1,1,1,0,11, , , ,2, , , , , , , , ,11,2, ,1,35,35,31,3, , ,1,1,1,1,1,2,1,1,2,2,2,2,2,1,1,2,1,1,2,1,1,2,2,1,2,1,2,1,1,2.039397298,-1.0015942766668,5,4,2
67,52,3,1,12,12,2005,1,53,1,2,2,1,1,0,0,2,1,0,0,11, , , ,1,A, , , , , , , ,11,2, ,2,21,35,33,3, , ,1,1,2,1,1,2,1,2,1,2,2,1,2, , , , , , , , , , , , , , , ,1,1.972499973,-.331241780578453,3,4,1
68,52,4,1,7,12,2005,2,53,1,2,3,1,1,0,0,4,1,0,0,31, ,6,1,2, , , , , , , , ,22,2, ,3,21,33,35,3, , ,1,1,1,1,1,1,1,1,1,2,2,1,2, , , , , , , , , , , , , , , ,1,2.484918355,1.00812534985108,2,4,1
69,52,1,1,6,12,2005,1,56,1,1,3,1,1,0,0,1,1,2,0,11, , , ,1, , , , , ,F, , ,11,2, ,2,35,35,31,3, , ,1,1,2,1,2,1,1,2,2,2,2,2,2,2,2,3,1,1,2,1,2,1,2,2,2,2,2,8,3,1.650942702,-.936557197722285,4,4,2
70,52,2,1,9,12,2005,2,56,1,2,4,1,1,0,0,1,1,2,0,31, ,5,2,1,A, , , , , , , ,22,2, ,2,21,33,26,8,3, ,1,1,1,1,2,2,1,1,1,1,2,2,2,2,2,4,1,1,2,1,2,1,2,2,2,2,2,2,7,.873873289,1.85556683127106,1,3,1
71,52,15,1,8,12,2005,2,56,1,2,4,1,1,0,0,1,1,2,0,31, ,5,1,2, , , , , , , , ,22,2, ,2,21,33,26,8,3, ,1,1,1,1,2,2,1,2,1,1,1,2,2,2,2,4,1,1,2,2,1,2,2,2,2,2,2,2,7,1.004579528,2.12353734779003,1,3,1
72,52,2,2,22,11,2005,1,59,1,2,3,1,1,0,0,1,1,1,0,11, , , ,1, , , , , ,F, , ,11,2, ,3,35,35,34,3, , ,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,3,1,1,2,1,2,1,2,1,2,1,1,1,3,1.594877163,-1.04412065945834,5,4,1
73,52,1,1,23,11,2005,1,59,1,2,3,1,1,0,0,1,1,1,0,11, , , ,2, , , , , , , , ,11,2, ,1,35,35,34,3, , ,1,1,2,1,2,2,1,1,2,2,2,2,2,1,1,3,2,1,2,2,2,2,2,2,2,2,2,2,1,1.560859302,-.909756030109216,4,3,1
74,52,1,1,3,12,2005,2,59,1,2,6,1,1,0,0,1,1,2,0,12, , , ,2, , , , , , , , ,22,2, ,3,21,31,36,2, , ,1,1,2,1,2,2,1,1,1,1,1,2,2,2,2,6,2,1,2,2,2,2,2,2,2,2,2,2,1,1.621981813,1.95432466242118,1,3,1
75,52,1,1,25,11,2005,1,61,1,1,4,1,1,0,0,1,1,1,0,11, , , ,2, , , , , , , , ,11,2, ,1,31,35,33,3, , ,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,4,1,1,2,1,2,2,2,1,2,2,2,2,1,1.5489471,-.903327079046516,4,3,1
76,52,25,1,24,11,2005,2,61,1,1,1,0,0,0,0,1,0,0,0,31, ,5,1,2, , , , , , , , ,31,2, ,1,21,33,33,3, , ,2,1,1,1,2,2,2,1,1,2,2,2,2, , , , , , , , , , , , , , , ,1,1.015207904,1.15509288440344,1,3,2
77,52,22,1,29,11,2005,2,61,1,2,5,1,1,0,0,1,1,1,0,31, ,5,2,2, , , , , , , , ,22,2, ,2,21,33,33,3, , ,2,1,1,1,2,1,1,1,1,2,1,2,2,1,1,5,2,1,2,1,2,2,2,2,2,2,2,8,1,1.022760507,1.16235039263599,1,3,1
78,52,1,1,26,11,2005,1,63,1,1,3,1,1,0,0,1,1,1,0,61, ,30,2,1,A, , , , , , , ,11,2, ,1,35,35,34,3, , ,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,3,1,1,2,2,2,2,2,2,2,2,2,2,1,4.120576567,-.955064956034412,4,4,2
79,52,2,1,18,11,2005,1,63,1,2,3,1,1,0,0,1,1,0,0,11, , , ,1,A, , , , , , , ,11,2, ,1,21,35,32,3, , ,1,1,1,1,1,1,1,1,2,2,2,2,2, , , , , , , , , , , , , , , ,1,3.324787228,-.557435548541859,3,4,1
80,52,3,1,29,11,2005,1,63,1,1,3,2,2,0,0,1,2,1,0,11, , , ,1,A, , , , , , , ,11,2, ,1,21,35,33,3, , ,1,1,1,1,2,2,1,1,2,2,2,2,2,1,1,3,1,1,2,1,2,1,2,2,2,2,2,2,7,1.823982408,-.386997372285311,3,4,2
81,52,5,1,26,11,2005,1,63,1,1,3,1,1,0,0,1,1,0,0,11, , , ,2, , , , , , , , ,11,2, ,2,35,33,33,3, , ,1,1,1,1,2,2,1,1,1,2,2,2,2, , , , , , , , , , , , , , , ,1,1.739240924,-.238856830531067,2,3,2
82,52,4,1,26,11,2005,2,63,1,2,3,0,0,0,0,1,0,0,0,31, ,15,2,1, ,B, , , , , , ,22,2, ,2,35,33,33,3, , ,2,1,1,1,2,1,1,1,1,1,2,1,2, , , , , , , , , , , , , , , ,1,2.423918685,.701652569507815,2,2,2
83,52,1,1,28,11,2005,1,65,1,4,4,2,2,0,0,1,2,0,0,11, , , ,2, , , , , , , , ,11,2, ,2,35,35,34,3, , ,1,1,1,1,1,1,1,1,1,1,2,2,2, , , , , , , , , , , , , , , ,7,3.321859439,-.91577249930369,4,4,1
84,52,3,1,29,11,2005,2,65,1,2,3,1,1,0,0,1,1,1,0,13, ,5,1,2, , , , , , , , ,22,2, ,2,21,33,32,2, , ,1,1,2,1,2,2,1,1,1,1,2,1,2,1,1,3,1,1,2,1,1,1,2,2,2,2,2,1,7,1.6053841,1.52629596371844,1,3,1
85,52,1,1,28,11,2005,1,68,1,2,3,2,2,0,0,1,2,0,0,11, , , ,1,A, , ,D, ,F, , ,11,2, ,2,35,33,33,3, , ,1,1,1,1,1,1,1,1,2,2,2,1,2, , , , , , , , , , , , , , , ,1,1.370530458,-.586689253262841,3,4,1
86,52,6,1,6,12,2005,1,68,1,1,2,2,2,0,0,1,2,0,0,11, , , ,2, , , , , , , , ,11,2, ,2,35,35,33,1, , ,1,1,1,1,1,1,1,1,1,2,2,2,2, , , , , , , , , , , , , , , ,1,1.349534846,-.743079729923744,3,3,2
87,52,9,1,2,12,2005,2,68,1,3,4,2,2,0,0,1,2,0,0,31, ,5,2,1,A, , , , ,F, , ,22,2, ,3,21,33,33,3, , ,1,1,2,1,1,2,1,1,2,2,2,2,2, , , , , , , , , , , , , , , ,1,2.313548745,.912309866610563,2,3,2
88,52,1,1,6,12,2005,1,71,1,2,4,2,2,0,0,2,2,0,0,11, , , ,1, , , ,D, , , , ,11,2, ,2,35,35,34,3, , ,1,1,1,1,1,1,1,1,2,2,2,1,2, , , , , , , , , , , , , , , ,1,2.793642099,-1.17266176108994,5,4,1
89,52,2,1,5,12,2005,2,71,1,2,4,1,1,1,1,1,1,1,1,31, ,5,1,1, ,B, , , , , , ,22,2, ,2,21,33,33,3, , ,1,1,2,1,1,1,1,1,1,2,2,2,2,1,1,3,2,1,2,1,1,2,2,2,2,2,2,2,7,.203955036,.864068632412377,2,3,1
90,52,2,1,3,12,2005,1,73,1,2,3,1,1,0,0,1,1,0,0,11, , , ,1,A, , , , ,F, , ,11,2, ,2,21,33,33,3, , ,1,1,1,1,1,1,1,1,1,2,2,1,2, , , , , , , , , , , , , , , ,3,1.459704932,-.128410302181305,2,4,1
91,52,3,1,5,12,2005,2,73,1,2,3,1,1,0,0,1,1,0,0,11, , , ,2, , , , , , , , ,12,2, ,2,21,33,33,8,3, ,1,1,1,1,1,1,1,1,1,2,1,1,2, , , , , , , , , , , , , , , ,3,1.153354285,.832637041002822,2,3,1
92,52,4,1,5,12,2005,2,73,1,2,3,1,1,0,0,1,1,1,0,31, ,10,1,2, , , , , , , , ,41,2, ,2,21,33,35,2, , ,1,1,1,1,2,2,1,1,1,2,2,2,2,1,1,3,2,1,2,2,2,2,2,2,2,2,2,2,3,.893856335,1.5423647001689,1,3,2
93,52,2,1,1,12,2005,1,74,1,2,3,1,1,1,1,1,1,0,1,11, , , ,1,A, , , , ,F, , ,11,2, ,1,35,35,33,1, , ,1,1,1,1,1,2,1,1,2,2,2,2,2, , , , , , , , , , , , , , , ,1,.241933255,-.728589275515789,3,4,1
94,52,3,1,7,12,2005,2,74,1,2,3,1,1,0,0,1,1,1,0,31, ,10,1,2, , , , , , , , ,22,2, ,2,21,31,26,8,2,1,1,1,1,1,2,1,1,1,1,2,2,1,2,1,1,3,1,1,2,1,1,2,2,2,2,2,2,2,1,1.850283248,1.54395552944577,1,3,1
95,52,1,1,18,11,2005,1,80,3, , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0, , 
96,52,2,1,1,12,2005,1,80,3, , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0, , 
97,52,8,1,23,11,2005,1,80,3, , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0, , 
98,52,4,1,7,12,2005,1,80,3, , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0, , 
99,52,4,1,26,11,2005,1,80,1,4,5,1,1,1,1,1,1,0,1,11, , , ,1,A, , , , , , , ,11,2, ,2,35,35,34,3, , ,1,1,1,1,1,1,1,1,2,2,2,1,2, , , , , , , , , , , , , , , ,2,.124079477,-1.17899003230061,5,3,1
100,52,7,1,8,12,2005,1,80,3, , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0, , 
1,51,2,1,3,12,2005,1,1,1,1,3,2,2,0,0,1,2,0,0,11, , , ,1,A, , , , , , , ,11,2, ,2,35,35,34,1, , ,1,1,1,1,1,1,1,1,2,2,2,1,2, , , , , , , , , , , , , , , ,2,2.347668472,-1.0404686987471,5,3,1
2,51,3,1,10,12,2005,1,1,1,1,3,1,1,0,0,1,1,0,0,11, , , ,2, , , , , , , , ,11,2, ,1,31,35,34,3, , ,1,1,1,1,1,1,1,1,2,2,2,1,2, , , , , , , , , , , , , , , ,3,1.927661254,-1.15732996552248,5,4,2
3,51,4,1,9,12,2005,1,1,1,1,2,1,1,0,0,1,1,0,0,11, , , ,1,A, , , , , , , ,11,2, ,2,31,33,34,3, , ,1,1,1,1,1,2,1,1,1,2,2,2,2, , , , , , , , , , , , , , , ,1,2.206800443,-.480377393510017,3,3,2
4,51,5,1,2,12,2005,2,1,1,1,8,3,3,2,2,1,3,1,2,13, ,15,2,1,A, , , , ,F, , ,21,2, ,3,21,33,32,2, , ,1,1,1,1,2,2,1,1,1,2,2,2,2,3,3,8,2,1,2,2,2,2,2,2,2,2,2,2,1,.117077426,1.28166942953437,1,4,2
5,51,6,1,7,12,2005,2,1,1,3,5,1,1,1,1,1,1,1,1,11, , , ,1,A, , , , , , , ,13,2, ,5,35,31,96,2, , ,1,1,2,1,1,1,1,1,1,2,2,1,2,2,1,4,2,1,2,2,1,2,2,2,2,2,2,2,1,.079007137,.220110317357312,2,4,1
6,51,1,1,25,11,2005,1,5,1,2,3,2,2,1,1,1,2,0,1,11, , , ,1,A, , , , , , , ,11,2, ,2,31,33,33,3, , ,1,1,1,1,1,2,1,1,2,2,2,2,2,1,1,3,2,1,2,2,2,2,2,2,2,1,2,2,1,.095321852,-.403012816813145,3,3,2
7,51,2,1,21,11,2005,1,5,1,1,5,2,2,0,0,1,2,2,0,31, ,5,2,2, , , , , , , , ,41,2, ,3,21,33,33,2, , ,1,1,2,1,1,2,1,1,1,2,2,2,2,2,1,4,2,1,2,2,2,2,2,2,2,2,2,2,2,1.578442282,1.28379279892326,1,3,2
8,51,3,1,4,12,2005,2,5,1,1,5,1,1,1,1,1,1,1,1,31, ,5,1,2, , , , , , , , ,22,2, ,3,35,33,33,2, , ,2,1,1,1,1,1,1,1,1,1,2,1,2,1,1,4,2,1,2,1,1,1,2,2,2,2,2,2,1,.161749882,.938723834694698,2,3,2
9,51,31,1,25,11,2005,2,5,1,1,1,0,0,0,0,1,0,0,0,12, , , ,2, , , , , , , , ,22,2, ,1,21,33,22,8,3, ,1,1,1,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , ,1,1.709877121,1.9311280113294,1,2,2
10,51,1,1,6,12,2005,1,7,1,4,5,2,2,1,1,1,2,0,1,11, , , ,2, , , , , , , , ,11,2, ,2,31,33,33,3, , ,1,1,2,1,1,1,1,1,1,2,2,1,2,1,1,5,1,1,2,2,2,2,2,2,2,2,2,2,1,.333203755,-.460661026035327,3,3,1
11,51,2,1,5,12,2005,2,7,1,3,5,1,1,0,0,2,1,0,0,31, ,6,2,2, , , , , , , , ,22,2, ,3,21,33,33,3, , ,2,1,1,1,2,2,1,1,1,2,1,2,2, , , , , , , , , , , , , , , ,1,.757207195,1.30418434106595,1,2,2
12,51,3,1,7,12,2005,2,7,1,3,9,1,1,3,3,1,1,3,3,31, ,4,2,1, ,B, , , , , , ,22,2, ,3,21,31,33,8,3, ,1,1,1,1,2,2,1,1,1,2,1,2,2,4,1,4,1,1,2,1,2,2,2,2,2,1,2,2,1,.078146393,1.69466362470391,1,3,2
13,51,1,1,30,11,2005,1,12,1,1,3,2,2,0,0,5,2,0,0,11, , , ,1,A, , , , , ,X, ,11,2, ,2,35,35,34,3, , ,1,1,1,1,2,1,1,1,2,2,2,2,2, , , , , , , , , , , , , , , ,2,2.524167411,-1.04127118738789,5,3,2
14,51,2,1,26,11,2005,1,12,1,1,3,1,1,0,0,3,1,1,0,11, , , ,2, , , , , , , , ,11,2, ,2,35,35,34,3, , ,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,3,2,1,2,2,2,2,2,2,2,2,2,2,1,2.189220638,-1.14193222116389,5,3,2
15,51,5,1,29,11,2005,1,12,1,2,3,1,1,0,0,1,1,0,0,11, , , ,2, , , , , , , , ,11,2, ,2,35,35,34,3, , ,1,1,1,1,2,1,1,1,2,2,2,1,2, , , , , , , , , , , , , , , ,2,2.972370999,-1.06567245610328,5,3,1
16,51,6,1,6,12,2005,1,12,2, , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0, , 
17,51,7,1,2,12,2005,1,12,1,2,3,0,0,0,0,2,0,0,0,11, , , ,1,A, , , , , , , ,11,2, ,2,35,35,34,3, , ,1,1,1,1,2,1,1,1,1,2,2,2,2, , , , , , , , , , , , , , , ,1,1.690404258,-.94978789689301,4,4,1
18,51,8,1,3,12,2005,1,12,1,1,2,0,0,0,0,3,0,0,0,11, , , ,1,A, , , , , , , ,11,2, ,1,35,35,34,3, , ,1,1,2,1,2,2,1,1,1,1,2,2,2, , , , , , , , , , , , , , , ,2,1.640713622,-.664611494617014,3,3,2
19,51,10,1,4,12,2005,2,12,1,1,1,0,0,0,0,6,0,0,0,13, ,20,1,1,A, , , , ,F, , ,22,2, ,4,21,33,33,2, , ,1,1,1,1,2,1,1,2,1,2,2,2,2, , , , , , , , , , , , , , , ,1,2.794857809,1.2583119274044,1,4,2
20,51,9,1,27,11,2005,1,14,1,3,5,2,2,1,1,3,2,0,1,11, , , ,1, , , ,D, , , , ,11,2, ,2,35,35,34,3, , ,1,1,2,1,1,2,1,1,1,2,2,2,2, , , , , , , , , , , , , , , ,1,.174879584,-.912605502179665,4,4,1
21,51,1,1,19,11,2005,1,14,1,2,2,1,1,0,0,15,1,0,0,11, , , ,1, , , , , ,F, , ,11,2, ,1,35,33,33,3, , ,1,1,1,1,2,1,1,1,2,2,2,2,2, , , , , , , , , , , , , , , ,1,2.28977874,-.467955221982125,3,3,1
22,51,16,1,28,11,2005,1,14,1,1,3,1,1,1,1,15,1,0,1,11, , , ,1,A, , , , , , , ,11,2, ,1,35,33,33,1, , ,1,1,1,1,1,2,1,1,2,2,2,2,2,1,1,3,2,1,2,1,2,1,2,2,2,2,2,2,1,.159179695,-.324121177301776,3,3,2
23,51,19,1,30,11,2005,1,14,1,2,3,1,1,1,1,3,1,0,1,11, , , ,2, , , , , , , , ,11,2, ,1,35,33,34,3, , ,1,1,1,1,1,2,1,1,2,2,2,2,2,1,1,3,1,1,2,2,2,2,2,2,2,2,2,2,1,.165765567,-.625162106836371,3,4,1
24,51,26,1,6,12,2005,1,14,1,1,3,1,1,1,1,3,1,0,1,11, , , ,1,A, , , , ,F, , ,11,2, ,1,35,33,33,3, , ,1,1,1,1,2,1,1,1,1,2,2,2,2, , , , , , , , , , , , , , , ,1,.158443097,-.389128473908581,3,4,2
25,51,30,1,2,12,2005,1,14,1,2,3,1,1,0,0,6,1,1,0,11, , , ,1,A, , , , , , , ,11,2, ,1,35,35,34,3, , ,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,3,2,1,2,1,2,2,2,2,2,1,2,2,1,2.430659147,-1.16091703479589,5,3,1
26,51,54,1,6,12,2005,1,14,1,2,4,2,2,0,0,18,2,1,0,11, , , ,1,A, , , , ,F, , ,11,2, ,2,35,35,34,3, , ,1,1,1,1,2,2,1,1,2,2,2,2,2,1,1,4,1,1,2,1,2,1,2,1,2,2,2,1,1,2.736411433,-.91631262885305,4,4,1
27,51,60,1,5,12,2005,2,14,1,2,3,1,1,0,0,18,1,0,0,31, ,30,2,1,A, , , , ,F, , ,11,2, ,2,35,33,31,1, , ,1,1,1,1,2,2,1,1,1,1,2,2,2, , , , , , , , , , , , , , , ,1,1.687924258,.35393098008755,2,4,1
28,51,1,1,3,12,2005,1,18,1,1,1,1,1,0,0,1,1,0,0,11, , , ,1,A, , , , , , , ,11,2, ,1,21,35,33,3, , ,1,1,2,1,1,1,1,1,2,2,2,2,2, , , , , , , , , , , , , , , ,1,1.572332809,-.574419009798973,3,4,2
29,51,2,1,28,11,2005,1,18,1,1,1,0,0,0,0,1,0,0,0,11, , , ,1,A, , , , ,F, , ,11,2, ,1,35,35,33,3, , ,1,1,1,1,2,1,1,1,1,2,2,2,2, , , , , , , , , , , , , , , ,3,1.359962852,-.768283487279921,4,3,2
30,51,3,1,2,12,2005,2,18,1,1,4,2,2,0,0,1,2,0,0,31, ,4,2,1,A, , , , ,F, , ,22,2, ,3,21,33,33,8,3, ,1,1,1,1,1,1,1,2,1,2,2,1,2, , , , , , , , , , , , , , , ,1,2.216101505,1.30230174070705,1,4,2
31,51,1,1,27,11,2005,1,21,1,1,2,1,1,0,0,1,1,0,0,11, , , ,2, , , , , , , , ,11,2, ,2,31,35,33,3, , ,1,1,1,1,1,1,1,1,2,2,2,2,2, , , , , , , , , , , , , , , ,1,2.806131034,-.932439473561999,4,4,2
